        1111   200.00000       10.000000       15.000000              12
        2222   200.00000       10.000000       15.000000              12
        3333   200.00000       10.000000       15.000000              12
        1111   200.00000       0.0000000       15.000000              23
        2222   200.00000       0.0000000       15.000000              23
        3333   200.00000       0.0000000       15.000000              23
        1111   200.00000      -10.000000       15.000000              34
        2222   200.00000      -10.000000       15.000000              34
        3333   200.00000      -10.000000       15.000000              34
        1111   180.00000       5.0000000       15.000000              45
        2222   180.00000       5.0000000       15.000000              45
        3333   180.00000       5.0000000       15.000000              45
